# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "-O" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/3126.1.all.q/genomes/tb927_6/tb927_6.gtf" "-o" "/tmp/3126.1.all.q/P1C/counts.txt" "/tmp/3126.1.all.q/P1C/P1Csorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/3126.1.all.q/P1C/P1Csorted.bam
Tb927.9.15890	Tb927_09_v5.1	2515950	2517670	-	1721	7917
Tb927.9.15930	Tb927_09_v5.1	2524900	2525987	+	1088	1562
Tb927.9.15940	Tb927_09_v5.1	2526358	2527586	+	1229	1451
Tb927.9.15950	Tb927_09_v5.1	2530051	2532729	-	2679	66
Tb927.9.15980	Tb927_09_v5.1	2531762	2534942	-	3181	622
Tb927.9.16010	Tb927_09_v5.1	2537861	2538591	-	731	364
Tb927.9.16040	Tb927_09_v5.1	2544004	2545880	+	1877	931
Tb927.9.16050	Tb927_09_v5.1	2546414	2552240	+	5827	2966
Tb927.9.16060	Tb927_09_v5.1	2552950	2553255	+	306	14
Tb927.9.16070	Tb927_09_v5.1	2554003	2555406	+	1404	31
Tb927.9.16080	Tb927_09_v5.1	2556965	2557165	-	201	0
Tb927.9.16090	Tb927_09_v5.1	2557294	2558280	+	987	41
Tb927.9.16100	Tb927_09_v5.1	2562101	2563565	+	1465	3
Tb927.9.16110	Tb927_09_v5.1	2564455	2565355	+	901	4
Tb927.9.16130	Tb927_09_v5.1	2566441	2567695	+	1255	36
Tb927.9.16140	Tb927_09_v5.1	2568507	2568951	+	445	7
Tb927.9.16150	Tb927_09_v5.1	2569164	2572334	+	3171	15
Tb927.9.16160	Tb927_09_v5.1	2573794	2574849	+	1056	5
Tb927.9.16170	Tb927_09_v5.1	2576832	2578205	+	1374	20
Tb927.9.16180	Tb927_09_v5.1	2580690	2581520	+	831	1
Tb927.9.16190	Tb927_09_v5.1	2584167	2584778	+	612	4
Tb927.9.16200	Tb927_09_v5.1	2584942	2586486	+	1545	6
Tb927.9.16210	Tb927_09_v5.1	2589574	2589652	+	79	0
Tb927.9.16220	Tb927_09_v5.1	2589972	2591432	+	1461	4
Tb927.9.16240	Tb927_09_v5.1	2597492	2598529	+	1038	2
Tb927.9.16250	Tb927_09_v5.1	2601947	2603464	+	1518	0
Tb927.9.16260	Tb927_09_v5.1	2604591	2605119	+	529	9
Tb927.9.16270	Tb927_09_v5.1	2605595	2606842	+	1248	1
Tb927.9.16280	Tb927_09_v5.1	2609081	2610151	+	1071	2
Tb927.9.16290	Tb927_09_v5.1	2612148	2612306	+	159	0
Tb927.9.16310	Tb927_09_v5.1	2613739	2619916	+	6178	267
Tb927.9.16320	Tb927_09_v5.1	2620171	2623663	+	3493	2
Tb927.9.16330	Tb927_09_v5.1	2624450	2624671	+	222	1
Tb927.9.16350	Tb927_09_v5.1	2627044	2629428	+	2385	24
Tb927.9.16360	Tb927_09_v5.1	2629968	2631768	+	1801	3
Tb927.9.16370	Tb927_09_v5.1	2633581	2634579	+	999	12
Tb927.9.16380	Tb927_09_v5.1	2635859	2637297	+	1439	2
Tb927.9.16390	Tb927_09_v5.1	2638494	2639017	+	524	0
Tb927.9.16410	Tb927_09_v5.1	2646427	2648231	-	1805	2
Tb927.9.16430	Tb927_09_v5.1	2652725	2653794	-	1070	1
Tb927.9.16440	Tb927_09_v5.1	2655228	2660287	-	5060	658
Tb927.9.16460	Tb927_09_v5.1	2662927	2665342	-	2416	22
Tb927.9.16470	Tb927_09_v5.1	2666654	2667632	-	979	0
Tb927.9.16480	Tb927_09_v5.1	2670274	2670549	-	276	0
Tb927.9.16490	Tb927_09_v5.1	2671181	2672833	-	1653	17
Tb927.9.16500	Tb927_09_v5.1	2673907	2675517	-	1611	3
Tb927.9.16510	Tb927_09_v5.1	2676473	2677973	-	1501	0
Tb927.9.16520	Tb927_09_v5.1	2679930	2681312	-	1383	0
Tb927.9.16530	Tb927_09_v5.1	2683484	2684742	-	1259	0
Tb927.9.16540	Tb927_09_v5.1	2685823	2687250	-	1428	0
Tb927.9.16550	Tb927_09_v5.1	2691782	2692950	-	1169	0
Tb927.9.16560	Tb927_09_v5.1	2695761	2697367	-	1607	54
Tb927.9.16570	Tb927_09_v5.1	2698879	2700284	-	1406	2
Tb927.9.16580	Tb927_09_v5.1	2700800	2701234	-	435	0
Tb927.9.16590	Tb927_09_v5.1	2702379	2703757	-	1379	1
Tb927.9.16600	Tb927_09_v5.1	2706409	2707737	-	1329	0
Tb927.9.16610	Tb927_09_v5.1	2707744	2715662	-	7919	495
Tb927.9.16630	Tb927_09_v5.1	2710381	2716169	+	5789	487
Tb927.9.16640	Tb927_09_v5.1	2717452	2719081	+	1630	20
Tb927.9.16650	Tb927_09_v5.1	2719883	2720243	+	361	0
Tb927.9.16660	Tb927_09_v5.1	2721123	2722719	+	1597	2
Tb927.9.16670	Tb927_09_v5.1	2724401	2725822	+	1422	1
Tb927.9.16680	Tb927_09_v5.1	2727716	2729094	+	1379	1
Tb927.9.16690	Tb927_09_v5.1	2731198	2731635	+	438	0
Tb927.9.16700	Tb927_09_v5.1	2733738	2734360	+	623	31
Tb927.9.16710	Tb927_09_v5.1	2735578	2736113	+	536	0
Tb927.9.16720	Tb927_09_v5.1	2738456	2739511	+	1056	0
Tb927.9.16730	Tb927_09_v5.1	2741212	2741971	+	760	0
Tb927.9.16750	Tb927_09_v5.1	2742798	2751817	-	9020	347
Tb927.9.16770	Tb927_09_v5.1	2753943	2755662	-	1720	22
Tb927.9.16780	Tb927_09_v5.1	2757055	2757249	-	195	0
Tb927.9.16790	Tb927_09_v5.1	2758280	2759839	-	1560	1
Tb927.9.16800	Tb927_09_v5.1	2760096	2761019	-	924	15
Tb927.9.16810	Tb927_09_v5.1	2762360	2763460	-	1101	0
Tb927.9.16820	Tb927_09_v5.1	2765453	2765826	-	374	0
Tb927.9.16830	Tb927_09_v5.1	2766477	2767363	-	887	3
Tb927.9.16840	Tb927_09_v5.1	2768302	2768972	-	671	0
Tb927.9.16850	Tb927_09_v5.1	2769468	2769881	-	414	0
Tb927.9.16860	Tb927_09_v5.1	2771814	2773346	-	1533	2
Tb927.9.16870	Tb927_09_v5.1	2774642	2775177	-	536	1
Tb927.9.16880	Tb927_09_v5.1	2777256	2778067	-	812	100
Tb927.9.16890	Tb927_09_v5.1	2779331	2780609	-	1279	1
Tb927.9.16900	Tb927_09_v5.1	2782132	2783690	-	1559	0
Tb927.9.16910	Tb927_09_v5.1	2785737	2785897	-	161	0
Tb927.9.16920	Tb927_09_v5.1	2786605	2787330	-	726	288
Tb927.9.16940	Tb927_09_v5.1	2789186	2790703	-	1518	0
Tb927.9.16950	Tb927_09_v5.1	2791889	2792359	+	471	0
Tb927.9.16960	Tb927_09_v5.1	2792413	2793037	+	625	44
Tb927.9.16970	Tb927_09_v5.1	2793789	2796419	+	2631	1
Tb927.9.16980	Tb927_09_v5.1	2796528	2797682	+	1155	0
Tb927.9.16990	Tb927_09_v5.1	2800378	2800572	+	195	0
Tb927.9.17010	Tb927_09_v5.1	2806539	2806735	-	197	0
Tb927.9.17020	Tb927_09_v5.1	2807828	2809272	-	1445	0
Tb927.9.17030	Tb927_09_v5.1	2809842	2810144	-	303	1
Tb927.9.17040	Tb927_09_v5.1	2810464	2810772	-	309	8
Tb927.9.17050	Tb927_09_v5.1	2812598	2814040	-	1443	0
Tb927.9.17060	Tb927_09_v5.1	2815953	2816438	-	486	0
Tb927.9.17070	Tb927_09_v5.1	2819068	2820615	-	1548	134
Tb927.9.17080	Tb927_09_v5.1	2821804	2823317	-	1514	0
Tb927.9.17090	Tb927_09_v5.1	2825606	2827148	-	1543	0
Tb927.9.17100	Tb927_09_v5.1	2828057	2828316	-	260	0
Tb927.9.17110	Tb927_09_v5.1	2829587	2830335	-	749	6
Tb927.9.17120	Tb927_09_v5.1	2830541	2832185	-	1645	0
Tb927.9.17130	Tb927_09_v5.1	2832672	2834205	-	1534	0
Tb927.9.17140	Tb927_09_v5.1	2835880	2837442	-	1563	0
Tb927.9.17160	Tb927_09_v5.1	2838591	2840044	-	1454	0
Tb927.9.17170	Tb927_09_v5.1	2841662	2842847	-	1186	0
Tb927.9.17180	Tb927_09_v5.1	2844733	2846222	-	1490	2
Tb927.9.17190	Tb927_09_v5.1	2848758	2853072	-	4315	157
Tb927.9.17200	Tb927_09_v5.1	2854871	2855652	-	782	95
Tb09_rRNA_1	Tb927_09_v5.1	2860565	2861116	-	552	6313
Tb09_rRNA_2	Tb927_09_v5.1	2861632	2861805	-	174	1088
Tb09_rRNA_3	Tb927_09_v5.1	2861972	2863330	-	1359	13007
Tb927.9.17240	Tb927_09_v5.1	2863377	2863634	+	258	0
Tb927.9.17250	Tb927_09_v5.1	2864701	2866716	+	2016	0
Tb927.9.17260	Tb927_09_v5.1	2868334	2869543	+	1210	2
Tb927.9.17270	Tb927_09_v5.1	2872321	2875259	+	2939	24
Tb927.9.17280	Tb927_09_v5.1	2875496	2877029	+	1534	1
Tb927.9.17290	Tb927_09_v5.1	2878736	2880153	+	1418	0
Tb927.9.17310	Tb927_09_v5.1	2887968	2888986	-	1019	1
Tb927.9.17320	Tb927_09_v5.1	2889700	2890522	-	823	4
Tb927.9.17330	Tb927_09_v5.1	2891341	2892655	-	1315	3
Tb927.9.17340	Tb927_09_v5.1	2893272	2894078	-	807	0
Tb927.9.17350	Tb927_09_v5.1	2896698	2897975	-	1278	0
Tb927.9.17360	Tb927_09_v5.1	2899262	2900714	-	1453	0
Tb927.9.17370	Tb927_09_v5.1	2902649	2903803	-	1155	1
Tb927.9.17380	Tb927_09_v5.1	2906665	2908023	-	1359	0
Tb927.9.17390	Tb927_09_v5.1	2910046	2912064	-	2019	26
Tb927.9.17400	Tb927_09_v5.1	2913245	2913322	-	78	0
Tb927.9.17410	Tb927_09_v5.1	2913926	2915456	-	1531	6
Tb927.9.17420	Tb927_09_v5.1	2916859	2919145	-	2287	6
Tb927.9.17430	Tb927_09_v5.1	2920345	2921838	-	1494	5
Tb927.9.17440	Tb927_09_v5.1	2923968	2925484	-	1517	6
Tb927.9.17450	Tb927_09_v5.1	2926871	2929074	-	2204	25
Tb927.9.17460	Tb927_09_v5.1	2930310	2930911	-	602	0
Tb927.9.17470	Tb927_09_v5.1	2936126	2937304	-	1179	6
Tb927.9.17480	Tb927_09_v5.1	2940120	2941726	-	1607	14
Tb927.9.17490	Tb927_09_v5.1	2943197	2944165	-	969	1
Tb927.9.17500	Tb927_09_v5.1	2945082	2945516	-	435	0
Tb927.9.17510	Tb927_09_v5.1	2946661	2949336	-	2676	1
Tb927.9.17520	Tb927_09_v5.1	2950690	2952018	-	1329	0
Tb927.9.17530	Tb927_09_v5.1	2954107	2954659	-	553	58
Tb927.9.17550	Tb927_09_v5.1	2954619	2959680	+	5062	362
Tb927.9.17570	Tb927_09_v5.1	2961642	2963001	+	1360	0
Tb927.9.17580	Tb927_09_v5.1	2964315	2965280	+	966	0
Tb927.9.17590	Tb927_09_v5.1	2967320	2967586	+	267	1
Tb927.9.17600	Tb927_09_v5.1	2970543	2972208	+	1666	4
Tb927.9.17610	Tb927_09_v5.1	2972355	2973174	+	820	1
Tb927.9.17620	Tb927_09_v5.1	2974459	2975968	+	1510	1
Tb927.9.17630	Tb927_09_v5.1	2976401	2976729	+	329	0
Tb927.9.17640	Tb927_09_v5.1	2980453	2985715	-	5263	577
Tb927.9.17660	Tb927_09_v5.1	2987132	2987719	-	588	0
Tb927.9.17670	Tb927_09_v5.1	2988662	2989123	-	462	1
Tb927.9.17680	Tb927_09_v5.1	2990299	2991723	-	1425	0
Tb09_rRNA_4	Tb927_09_v5.1	2993286	2993363	+	78	250
Tb09_rRNA_5	Tb927_09_v5.1	2993755	2994111	+	357	1345
Tb09_rRNA_6	Tb927_09_v5.1	2994254	2994361	+	108	62
Tb927.9.17690	Tb927_09_v5.1	2995587	2995888	-	302	6
Tb927.9.17700	Tb927_09_v5.1	2996871	2998271	-	1401	0
Tb927.9.17720	Tb927_09_v5.1	2999976	3000293	-	318	0
Tb927.9.17730	Tb927_09_v5.1	3000877	3001368	-	492	0
Tb927.9.17740	Tb927_09_v5.1	3002875	3003711	-	837	0
Tb927.9.17750	Tb927_09_v5.1	3005378	3007636	-	2259	0
Tb927.9.17760	Tb927_09_v5.1	3007911	3008186	-	276	0
Tb927.9.17770	Tb927_09_v5.1	3009515	3011031	-	1517	0
Tb927.9.17780	Tb927_09_v5.1	3012583	3018198	-	5616	360
Tb927.9.17810	Tb927_09_v5.1	3018158	3022658	+	4501	35
Tb927.9.17820	Tb927_09_v5.1	3023621	3023698	+	78	0
Tb927.9.17830	Tb927_09_v5.1	3024742	3026450	+	1709	0
Tb927.9.17850	Tb927_09_v5.1	3028072	3029939	+	1868	0
Tb927.9.17870	Tb927_09_v5.1	3030678	3030807	+	130	0
Tb927.9.17880	Tb927_09_v5.1	3032673	3035876	+	3204	2
Tb927.9.17890	Tb927_09_v5.1	3036398	3037626	+	1229	0
Tb927.9.17900	Tb927_09_v5.1	3039010	3039694	+	685	1
Tb927.9.17910	Tb927_09_v5.1	3040191	3041792	+	1602	2
Tb927.9.17930	Tb927_09_v5.1	3043547	3045383	+	1837	0
Tb927.9.17940	Tb927_09_v5.1	3049990	3050493	-	504	62
Tb927.9.17950	Tb927_09_v5.1	3051310	3051519	-	210	0
Tb927.9.17960	Tb927_09_v5.1	3054561	3056122	-	1562	1
Tb927.9.17970	Tb927_09_v5.1	3058403	3059872	-	1470	2
Tb927.9.17980	Tb927_09_v5.1	3061441	3062379	-	939	1
Tb927.9.17990	Tb927_09_v5.1	3064404	3065435	-	1032	0
Tb927.9.18000	Tb927_09_v5.1	3068622	3068780	-	159	0
Tb927.9.18010	Tb927_09_v5.1	3072749	3075450	-	2702	76
Tb927.9.18040	Tb927_09_v5.1	3077483	3078908	-	1426	0
Tb927.9.18050	Tb927_09_v5.1	3079056	3081514	-	2459	1
Tb927.9.18070	Tb927_09_v5.1	3083824	3085393	-	1570	2
Tb927.9.18080	Tb927_09_v5.1	3087307	3094689	-	7383	270
Tb927.9.18100	Tb927_09_v5.1	3095135	3096024	-	890	0
Tb927.9.18110	Tb927_09_v5.1	3097492	3099067	-	1576	42
Tb927.9.18120	Tb927_09_v5.1	3101044	3102374	-	1331	161
Tb927.9.18130	Tb927_09_v5.1	3104456	3105939	-	1484	7
Tb927.9.18140	Tb927_09_v5.1	3107735	3383448	-	275714	20144
Tb927.10.10	Tb927_10_v5.1	1486	2862	-	1377	0
Tb927.10.20	Tb927_10_v5.1	8443	19619	-	11177	1219
Tb927.10.30	Tb927_10_v5.1	20305	21717	-	1413	231
Tb927.10.40	Tb927_10_v5.1	23060	23503	+	444	221
Tb927.10.60	Tb927_10_v5.1	27790	31831	-	4042	379
Tb927.10.70	Tb927_10_v5.1	38612	45816	-	7205	4018
Tb927.10.90	Tb927_10_v5.1	46932	48086	-	1155	146
Tb927.10.100	Tb927_10_v5.1	48468	49844	-	1377	974
Tb927.10.110	Tb927_10_v5.1	53636	55117	-	1482	1529
Tb927.10.120	Tb927_10_v5.1	56199	58296	-	2098	1582
Tb927.10.130	Tb927_10_v5.1	58920	59393	+	474	223
Tb927.10.140	Tb927_10_v5.1	63946	67993	+	4048	3716
Tb927.10.150	Tb927_10_v5.1;Tb927_10_v5.1	66265;68674	69310;69310	+;+	3046	5027
Tb927.10.160	Tb927_10_v5.1;Tb927_10_v5.1	69368;69400	70663;70663	+;+	1296	3032
Tb927.10.170	Tb927_10_v5.1	70802	72169	+	1368	15173
Tb927.10.180	Tb927_10_v5.1	72359	73392	+	1034	7081
Tb927.10.190	Tb927_10_v5.1	73544	74356	+	813	46423
Tb927.10.200	Tb927_10_v5.1	74489	75381	+	893	21750
Tb927.10.210	Tb927_10_v5.1	75481	76974	+	1494	8359
Tb927.10.220	Tb927_10_v5.1	77114	77503	+	390	13401
Tb927.10.230	Tb927_10_v5.1	77644	78398	+	755	8136
Tb927.10.240	Tb927_10_v5.1	78587	79841	+	1255	4689
Tb927.10.250	Tb927_10_v5.1	79954	82237	+	2284	4572
Tb927.10.260	Tb927_10_v5.1	82429	82686	+	258	1664
Tb927.10.270	Tb927_10_v5.1	83369	83863	+	495	23723
Tb927.10.280	Tb927_10_v5.1	83997	84699	+	703	4016
Tb927.10.290	Tb927_10_v5.1	84839	85854	+	1016	9522
Tb927.10.300	Tb927_10_v5.1	85982	86809	+	828	3241
Tb927.10.310	Tb927_10_v5.1	87456	91204	+	3749	13263
Tb927.10.320	Tb927_10_v5.1	91913	92479	+	567	1674
Tb927.10.330	Tb927_10_v5.1	92623	93956	+	1334	3638
Tb927.10.340	Tb927_10_v5.1	94239	95896	+	1658	3284
Tb927.10.350	Tb927_10_v5.1	96064	99614	+	3551	4263
Tb927.10.360	Tb927_10_v5.1	100026	101177	+	1152	3127
Tb927.10.370	Tb927_10_v5.1	101661	102258	+	598	893
Tb927.10.380	Tb927_10_v5.1	102842	103895	+	1054	1477
Tb927.10.390	Tb927_10_v5.1	104231	106342	+	2112	16734
Tb927.10.400	Tb927_10_v5.1	106470	108003	+	1534	1756
Tb927.10.410	Tb927_10_v5.1	108138	110641	+	2504	2918
Tb927.10.420	Tb927_10_v5.1	110909	113665	+	2757	5829
Tb927.10.430	Tb927_10_v5.1	113918	115327	+	1410	3976
Tb927.10.440	Tb927_10_v5.1	115465	116452	+	988	1888
Tb927.10.450	Tb927_10_v5.1	116386	118612	+	2227	11079
Tb927.10.460	Tb927_10_v5.1	119107	122948	+	3842	6038
Tb927.10.470	Tb927_10_v5.1	123127	124898	+	1772	3386
Tb927.10.480	Tb927_10_v5.1	125628	131887	+	6260	2367
Tb927.10.510	Tb927_10_v5.1	132026	133738	+	1713	2705
Tb927.10.520	Tb927_10_v5.1	133974	135870	+	1897	15105
Tb927.10.530	Tb927_10_v5.1	136116	138446	+	2331	5131
Tb927.10.540	Tb927_10_v5.1	140745	144736	+	3992	38837
Tb927.10.550	Tb927_10_v5.1	144970	146133	+	1164	1987
Tb927.10.560	Tb927_10_v5.1	147101	147948	+	848	44302
Tb927.10.570	Tb927_10_v5.1	148139	153298	+	5160	7863
Tb927.10.580	Tb927_10_v5.1	153593	154675	+	1083	1873
Tb927.10.590	Tb927_10_v5.1	154814	157015	+	2202	2619
Tb927.10.600	Tb927_10_v5.1	157838	159632	+	1795	4486
Tb927.10.610	Tb927_10_v5.1	159936	162177	+	2242	2493
Tb927.10.620	Tb927_10_v5.1	164414	167425	+	3012	7282
Tb927.10.630	Tb927_10_v5.1	167807	169920	+	2114	2875
Tb927.10.640	Tb927_10_v5.1	170401	173171	+	2771	6387
Tb927.10.650	Tb927_10_v5.1	173264	174436	+	1173	3999
Tb927.10.660	Tb927_10_v5.1	174581	175988	+	1408	2206
Tb927.10.670	Tb927_10_v5.1	176301	177247	+	947	1713
Tb927.10.680	Tb927_10_v5.1	177388	178435	+	1048	2645
Tb927.10.690	Tb927_10_v5.1	178707	179769	+	1063	3351
Tb927.10.700	Tb927_10_v5.1	179992	181338	+	1347	2096
Tb927.10.710	Tb927_10_v5.1	181451	182342	+	892	1575
Tb927.10.720	Tb927_10_v5.1	182671	187172	+	4502	10700
Tb927.10.730	Tb927_10_v5.1	187319	190277	+	2959	6194
Tb927.10.740	Tb927_10_v5.1	190452	194959	+	4508	8134
Tb927.10.750	Tb927_10_v5.1	195659	197080	+	1422	3296
Tb927.10.760	Tb927_10_v5.1	196715	198342	+	1628	3612
Tb927.10.770	Tb927_10_v5.1	198947	201545	+	2599	4857
Tb927.10.780	Tb927_10_v5.1	201655	203373	+	1719	4023
Tb927.10.790	Tb927_10_v5.1	203690	205442	+	1753	8071
Tb927.10.800	Tb927_10_v5.1	206137	208708	+	2572	5427
Tb927.10.810	Tb927_10_v5.1	208835	211711	+	2877	7498
Tb927.10.820	Tb927_10_v5.1	212085	214420	+	2336	7060
Tb927.10.830	Tb927_10_v5.1	214860	216789	+	1930	10414
Tb927.10.840	Tb927_10_v5.1	217604	224393	+	6790	13824
Tb927.10.850	Tb927_10_v5.1	224963	229654	+	4692	8502
Tb927.10.870	Tb927_10_v5.1	230626	235216	+	4591	11570
Tb927.10.880	Tb927_10_v5.1	235725	237239	+	1515	8771
Tb927.10.890	Tb927_10_v5.1	238177	246995	+	8819	10593
Tb927.10.900	Tb927_10_v5.1	248446	249155	+	710	1208
Tb927.10.910	Tb927_10_v5.1	249246	251747	+	2502	4207
Tb927.10.920	Tb927_10_v5.1	252101	253203	+	1103	1309
Tb927.10.930	Tb927_10_v5.1	253336	256863	+	3528	5206
Tb927.10.940	Tb927_10_v5.1	257541	258271	+	731	2644
Tb927.10.950	Tb927_10_v5.1	258521	259947	+	1427	4052
Tb927.10.960	Tb927_10_v5.1	260249	262273	+	2025	2366
Tb927.10.970	Tb927_10_v5.1	262451	267814	+	5364	12289
Tb927.10.980	Tb927_10_v5.1	267988	270103	+	2116	3376
Tb927.10.990	Tb927_10_v5.1	270829	272410	+	1582	5098
Tb927.10.1000	Tb927_10_v5.1	273058	273858	+	801	1238
Tb927.10.1010	Tb927_10_v5.1	275417	276170	+	754	41
Tb927.10.1020	Tb927_10_v5.1	276184	278935	+	2752	601
Tb927.10.1030	Tb927_10_v5.1	278920	280553	-	1634	9178
Tb927.10.1040	Tb927_10_v5.1	280857	282269	-	1413	13179
Tb927.10.1050	Tb927_10_v5.1	282405	284360	-	1956	8473
Tb927.10.1060	Tb927_10_v5.1	285302	287520	-	2219	39726
Tb927.10.1070	Tb927_10_v5.1	287734	289698	-	1965	5640
Tb927.10.1080	Tb927_10_v5.1	289917	290469	-	553	50162
Tb927.10.1090	Tb927_10_v5.1	290668	291297	-	630	57510
Tb927.10.1100	Tb927_10_v5.1	291468	292464	-	997	80233
Tb927.10.1110	Tb927_10_v5.1	293830	300134	-	6305	6132
Tb927.10.1120	Tb927_10_v5.1	300866	303368	-	2503	3257
Tb927.10.1130	Tb927_10_v5.1	303908	304834	-	927	2117
Tb927.10.1140	Tb927_10_v5.1	305185	306742	-	1558	2188
Tb927.10.1150	Tb927_10_v5.1	306839	310205	-	3367	3869
Tb927.10.1160	Tb927_10_v5.1	310584	311195	-	612	1592
Tb927.10.1170	Tb927_10_v5.1	311289	317710	-	6422	17736
Tb927.10.1180	Tb927_10_v5.1	317993	319475	-	1483	3116
Tb927.10.1190	Tb927_10_v5.1	320454	322610	-	2157	3293
Tb927.10.1200	Tb927_10_v5.1	322922	324044	-	1123	2242
Tb927.10.1210	Tb927_10_v5.1	324529	326808	-	2280	3939
Tb927.10.1220	Tb927_10_v5.1	328820	332902	-	4083	617
Tb927.10.1230	Tb927_10_v5.1	333284	334508	-	1225	11272
Tb927.10.1240	Tb927_10_v5.1	334650	335712	-	1063	3750
Tb927.10.1250	Tb927_10_v5.1	335871	336972	-	1102	5790
Tb927.10.1260	Tb927_10_v5.1	337240	339131	-	1892	5097
Tb927.10.1270	Tb927_10_v5.1	339283	343082	-	3800	6883
Tb927.10.1280	Tb927_10_v5.1	343184	343995	-	812	2854
Tb927.10.1290	Tb927_10_v5.1	344082	344728	-	647	1024
Tb927.10.1300	Tb927_10_v5.1	344944	346629	-	1686	2632
Tb927.10.1310	Tb927_10_v5.1	346813	349808	-	2996	6513
Tb927.10.1320	Tb927_10_v5.1	350064	352423	-	2360	5255
Tb927.10.1330	Tb927_10_v5.1	352678	354680	-	2003	4137
Tb927.10.1340	Tb927_10_v5.1	354997	356685	-	1689	4292
Tb927.10.1350	Tb927_10_v5.1	356839	359708	-	2870	6903
Tb927.10.1370	Tb927_10_v5.1	360398	362028	-	1631	4860
Tb927.10.1380	Tb927_10_v5.1	362366	365383	-	3018	5743
Tb927.10.1390	Tb927_10_v5.1	366477	367762	-	1286	14222
Tb927.10.1400	Tb927_10_v5.1	368728	369419	-	692	5274
Tb927.10.1410	Tb927_10_v5.1	369755	370652	-	898	4401
Tb927.10.1420	Tb927_10_v5.1	370805	373337	-	2533	13693
Tb927.10.1430	Tb927_10_v5.1	374166	375172	-	1007	3525
Tb927.10.1440	Tb927_10_v5.1	375408	376704	-	1297	3137
Tb927.10.1450	Tb927_10_v5.1	376906	386554	-	9649	15596
Tb927.10.1460	Tb927_10_v5.1	387125	390430	-	3306	6689
Tb927.10.1470	Tb927_10_v5.1	390538	391842	-	1305	9139
Tb927.10.1480	Tb927_10_v5.1	392896	396976	-	4081	22225
Tb927.10.1490	Tb927_10_v5.1	397209	401071	-	3863	16508
Tb927.10.1500	Tb927_10_v5.1	401249	404725	-	3477	18735
Tb927.10.1510	Tb927_10_v5.1	406644	414558	-	7915	20611
Tb927.10.1520	Tb927_10_v5.1	415021	416016	-	996	3301
Tb927.10.1530	Tb927_10_v5.1	416353	418832	-	2480	4516
Tb927.10.1540	Tb927_10_v5.1	419689	425082	-	5394	7425
Tb927.10.1550	Tb927_10_v5.1	426281	427997	-	1717	7913
Tb927.10.1560	Tb927_10_v5.1	428177	431351	-	3175	9646
Tb927.10.1570	Tb927_10_v5.1	432594	433074	-	481	2179
Tb927.10.1580	Tb927_10_v5.1	433221	434454	-	1234	1513
Tb927.10.1590	Tb927_10_v5.1	434617	435131	-	515	20079
Tb927.10.1600	Tb927_10_v5.1	435341	436594	-	1254	2144
Tb927.10.1610	Tb927_10_v5.1	437585	438187	-	603	3413
Tb927.10.1615	Tb927_10_v5.1	438361	438597	-	237	1017
Tb927.10.1620	Tb927_10_v5.1	438731	442170	-	3440	6678
Tb927.10.1630	Tb927_10_v5.1	442671	444589	-	1919	9120
Tb927.10.1640	Tb927_10_v5.1	445301	446330	-	1030	1166
Tb927.10.1650	Tb927_10_v5.1	446333	446860	-	528	471
Tb927.10.1660	Tb927_10_v5.1	446980	447937	-	958	1400
Tb927.10.1670	Tb927_10_v5.1	448059	450585	-	2527	459
Tb927.10.1680	Tb927_10_v5.1	453241	454451	+	1211	1887
Tb927.10.1690	Tb927_10_v5.1	454680	455718	+	1039	2068
Tb927.10.1700	Tb927_10_v5.1	455818	457675	+	1858	4788
Tb927.10.1710	Tb927_10_v5.1	457788	459399	+	1612	5188
Tb927.10.1720	Tb927_10_v5.1	459557	461364	+	1808	3534
Tb927.10.1730	Tb927_10_v5.1	461541	462870	+	1330	3687
Tb927.10.1740	Tb927_10_v5.1	462978	464366	+	1389	2436
Tb927.10.1750	Tb927_10_v5.1	464479	465223	+	745	1503
Tb927.10.1760	Tb927_10_v5.1	465920	466545	+	626	128
Tb927.10.1770	Tb927_10_v5.1	466530	467997	-	1468	4304
Tb927.10.1780	Tb927_10_v5.1	468247	469591	-	1345	3989
Tb927.10.1790	Tb927_10_v5.1	474247	474624	-	378	83
Tb927.10.1800	Tb927_10_v5.1	475900	477084	+	1185	1616
Tb927.10.1810	Tb927_10_v5.1	477189	477722	+	534	1508
Tb927.10.1820	Tb927_10_v5.1	477850	478647	+	798	1376
Tb927.10.1830	Tb927_10_v5.1	480102	480855	+	754	2519
Tb927.10.1840	Tb927_10_v5.1	480980	482555	+	1576	3937
Tb927.10.1850	Tb927_10_v5.1	482599	484028	+	1430	4008
Tb927.10.1860	Tb927_10_v5.1	484240	486315	+	2076	6486
Tb10.NT.18	Tb927_10_v5.1	486441	486977	+	537	1232
Tb927.10.1870	Tb927_10_v5.1;Tb927_10_v5.1	486998;487088	487543;487543	+;+	546	1762
Tb927.10.1880	Tb927_10_v5.1	487077	488635	+	1559	4899
Tb927.10.1890	Tb927_10_v5.1	488808	494167	+	5360	12594
Tb927.10.1900	Tb927_10_v5.1	494298	496779	+	2482	3983
Tb927.10.1910	Tb927_10_v5.1	497977	503103	+	5127	6702
Tb927.10.1920	Tb927_10_v5.1	503850	504391	+	542	454
